Date,HomeTeam,AwayTeam,Goals_h,Goals_A,Goals_H_ht,Goals_A_ht,winner,Season
2017-12-02,Werder Bremen,Stuttgart,1,0,1.0,0.0,H,1718
2017-12-03,Hertha,Ein Frankfurt,1,2,1.0,1.0,A,1718
2017-12-03,Wolfsburg,M'gladbach,3,0,2.0,0.0,H,1718
2017-12-08,Stuttgart,Leverkusen,0,2,0.0,1.0,A,1718
2017-12-09,Dortmund,Werder Bremen,1,2,0.0,1.0,A,1718
2017-12-09,Ein Frankfurt,Bayern Munich,0,1,0.0,1.0,A,1718
2017-12-09,Hamburg,Wolfsburg,0,0,0.0,0.0,D,1718
2017-12-09,M'gladbach,Schalke 04,1,1,1.0,0.0,D,1718
2017-12-09,RB Leipzig,Mainz,2,2,2.0,1.0,D,1718
2017-12-10,Augsburg,Hertha,1,1,0.0,0.0,D,1718
2017-12-10,FC Koln,Freiburg,3,4,3.0,1.0,A,1718
2017-12-10,Hannover,Hoffenheim,2,0,0.0,0.0,H,1718
2017-12-12,Freiburg,M'gladbach,1,0,1.0,0.0,H,1718
2017-12-12,Hamburg,Ein Frankfurt,1,2,1.0,2.0,A,1718
2017-12-12,Mainz,Dortmund,0,2,0.0,0.0,A,1718
2017-12-12,Wolfsburg,RB Leipzig,1,1,1.0,0.0,D,1718
2017-12-13,Bayern Munich,FC Koln,1,0,0.0,0.0,H,1718
2017-12-13,Hertha,Hannover,3,1,2.0,0.0,H,1718
2017-12-13,Hoffenheim,Stuttgart,1,0,0.0,0.0,H,1718
2017-12-13,Leverkusen,Werder Bremen,1,0,1.0,0.0,H,1718
2017-12-13,Schalke 04,Augsburg,3,2,1.0,0.0,H,1718
2017-12-15,M'gladbach,Hamburg,3,1,1.0,0.0,H,1718
2017-12-16,Augsburg,Freiburg,3,3,1.0,1.0,D,1718
2017-12-16,Dortmund,Hoffenheim,2,1,0.0,1.0,H,1718
2017-12-16,Ein Frankfurt,Schalke 04,2,2,1.0,0.0,D,1718
2017-12-16,FC Koln,Wolfsburg,1,0,0.0,0.0,H,1718
2017-12-16,Stuttgart,Bayern Munich,0,1,0.0,0.0,A,1718
2017-12-16,Werder Bremen,Mainz,2,2,2.0,0.0,D,1718
2017-12-17,Hannover,Leverkusen,4,4,3.0,2.0,D,1718
2017-12-17,RB Leipzig,Hertha,2,3,0.0,2.0,A,1718
2018-01-12,Leverkusen,Bayern Munich,1,3,0.0,1.0,A,1718
2018-01-13,Augsburg,Hamburg,1,0,1.0,0.0,H,1718
2018-01-13,Ein Frankfurt,Freiburg,1,1,1.0,0.0,D,1718
2018-01-13,Hannover,Mainz,3,2,2.0,2.0,H,1718
2018-01-13,RB Leipzig,Schalke 04,3,1,1.0,0.0,H,1718
2018-01-13,Stuttgart,Hertha,1,0,0.0,0.0,H,1718
2018-01-13,Werder Bremen,Hoffenheim,1,1,0.0,1.0,D,1718
2018-01-14,Dortmund,Wolfsburg,0,0,0.0,0.0,D,1718
2018-01-14,FC Koln,M'gladbach,2,1,1.0,0.0,H,1718
2018-01-19,Hertha,Dortmund,1,1,0.0,0.0,D,1718
2018-01-20,Freiburg,RB Leipzig,2,1,0.0,0.0,H,1718
2018-01-20,Hamburg,FC Koln,0,2,0.0,1.0,A,1718
2018-01-20,Hoffenheim,Leverkusen,1,4,0.0,1.0,A,1718
2018-01-20,Mainz,Stuttgart,3,2,1.0,1.0,H,1718
2018-01-20,M'gladbach,Augsburg,2,0,1.0,0.0,H,1718
2018-01-20,Wolfsburg,Ein Frankfurt,1,3,0.0,2.0,A,1718
2018-01-21,Bayern Munich,Werder Bremen,4,2,1.0,1.0,H,1718
2018-01-21,Schalke 04,Hannover,1,1,1.0,0.0,D,1718
2018-01-26,Ein Frankfurt,M'gladbach,2,0,1.0,0.0,H,1718
2018-01-27,Bayern Munich,Hoffenheim,5,2,2.0,2.0,H,1718
2018-01-27,Dortmund,Freiburg,2,2,1.0,1.0,D,1718
2018-01-27,FC Koln,Augsburg,1,1,1.0,0.0,D,1718
2018-01-27,RB Leipzig,Hamburg,1,1,1.0,1.0,D,1718
2018-01-27,Stuttgart,Schalke 04,0,2,0.0,2.0,A,1718
2018-01-27,Werder Bremen,Hertha,0,0,0.0,0.0,D,1718
2018-01-28,Hannover,Wolfsburg,0,1,0.0,0.0,A,1718
2018-01-28,Leverkusen,Mainz,2,0,0.0,0.0,H,1718
2018-02-02,FC Koln,Dortmund,2,3,0.0,1.0,A,1718
2018-02-03,Freiburg,Leverkusen,0,0,0.0,0.0,D,1718
2018-02-03,Hertha,Hoffenheim,1,1,0.0,1.0,D,1718
2018-02-03,Mainz,Bayern Munich,0,2,0.0,2.0,A,1718
2018-02-03,M'gladbach,RB Leipzig,0,1,0.0,0.0,A,1718
2018-02-03,Schalke 04,Werder Bremen,1,2,1.0,0.0,A,1718
2018-02-03,Wolfsburg,Stuttgart,1,1,1.0,0.0,D,1718
2018-02-04,Augsburg,Ein Frankfurt,3,0,1.0,0.0,H,1718
2018-02-04,Hamburg,Hannover,1,1,0.0,1.0,D,1718
2018-02-09,RB Leipzig,Augsburg,2,0,1.0,0.0,H,1718
2018-02-10,Bayern Munich,Schalke 04,2,1,2.0,1.0,H,1718
2018-02-10,Dortmund,Hamburg,2,0,0.0,0.0,H,1718
2018-02-10,Ein Frankfurt,FC Koln,4,2,1.0,0.0,H,1718
2018-02-10,Hannover,Freiburg,2,1,1.0,0.0,H,1718
2018-02-10,Hoffenheim,Mainz,4,2,1.0,1.0,H,1718
2018-02-10,Leverkusen,Hertha,0,2,0.0,1.0,A,1718
2018-02-11,Stuttgart,M'gladbach,1,0,1.0,0.0,H,1718
2018-02-11,Werder Bremen,Wolfsburg,3,1,2.0,0.0,H,1718
2018-02-16,Hertha,Mainz,0,2,0.0,1.0,A,1718
2018-02-17,FC Koln,Hannover,1,1,1.0,1.0,D,1718
2018-02-17,Freiburg,Werder Bremen,1,0,1.0,0.0,H,1718
2018-02-17,Hamburg,Leverkusen,1,2,0.0,1.0,A,1718
2018-02-17,Schalke 04,Hoffenheim,2,1,2.0,0.0,H,1718
2018-02-17,Wolfsburg,Bayern Munich,1,2,1.0,0.0,A,1718
2018-02-18,Augsburg,Stuttgart,0,1,0.0,1.0,A,1718
2018-02-18,M'gladbach,Dortmund,0,1,0.0,1.0,A,1718
2018-02-19,Ein Frankfurt,RB Leipzig,2,1,2.0,1.0,H,1718
2018-02-23,Mainz,Wolfsburg,1,1,1.0,1.0,D,1718
2018-02-24,Bayern Munich,Hertha,0,0,0.0,0.0,D,1718
2018-02-24,Hannover,M'gladbach,0,1,0.0,0.0,A,1718
2018-02-24,Hoffenheim,Freiburg,1,1,0.0,0.0,D,1718
2018-02-24,Stuttgart,Ein Frankfurt,1,0,1.0,0.0,H,1718
2018-02-24,Werder Bremen,Hamburg,1,0,0.0,0.0,H,1718
2018-02-25,Leverkusen,Schalke 04,0,2,0.0,1.0,A,1718
2018-02-25,RB Leipzig,FC Koln,1,2,1.0,0.0,A,1718
2018-02-26,Dortmund,Augsburg,1,1,1.0,0.0,D,1718
2018-03-02,M'gladbach,Werder Bremen,2,2,2.0,0.0,D,1718
2018-03-03,Augsburg,Hoffenheim,0,2,0.0,1.0,A,1718
2018-03-03,Ein Frankfurt,Hannover,1,0,1.0,0.0,H,1718
2018-03-03,Hamburg,Mainz,0,0,0.0,0.0,D,1718
2018-03-03,RB Leipzig,Dortmund,1,1,1.0,1.0,D,1718
2018-03-03,Schalke 04,Hertha,1,0,1.0,0.0,H,1718
2018-03-03,Wolfsburg,Leverkusen,1,2,0.0,1.0,A,1718
2018-03-04,FC Koln,Stuttgart,2,3,1.0,2.0,A,1718
2018-03-04,Freiburg,Bayern Munich,0,4,0.0,2.0,A,1718
2018-03-09,Mainz,Schalke 04,0,1,0.0,0.0,A,1718
2018-03-10,Bayern Munich,Hamburg,6,0,3.0,0.0,H,1718
2018-03-10,Hannover,Augsburg,1,3,1.0,2.0,A,1718
2018-03-10,Hertha,Freiburg,0,0,0.0,0.0,D,1718
2018-03-10,Hoffenheim,Wolfsburg,3,0,1.0,0.0,H,1718
2018-03-10,Leverkusen,M'gladbach,2,0,1.0,0.0,H,1718
2018-03-11,Dortmund,Ein Frankfurt,3,2,1.0,0.0,H,1718
2018-03-11,Stuttgart,RB Leipzig,0,0,0.0,0.0,D,1718
2018-03-12,Werder Bremen,FC Koln,3,1,1.0,0.0,H,1718
2018-03-16,Freiburg,Stuttgart,1,2,0.0,1.0,A,1718
2018-03-17,Augsburg,Werder Bremen,1,3,0.0,2.0,A,1718
2018-03-17,Ein Frankfurt,Mainz,3,0,3.0,0.0,H,1718
2018-03-17,Hamburg,Hertha,1,2,1.0,0.0,A,1718
2018-03-17,M'gladbach,Hoffenheim,3,3,1.0,1.0,D,1718
2018-03-17,Wolfsburg,Schalke 04,0,1,0.0,0.0,A,1718
2018-03-18,Dortmund,Hannover,1,0,1.0,0.0,H,1718
2018-03-18,FC Koln,Leverkusen,2,0,1.0,0.0,H,1718
2018-03-18,RB Leipzig,Bayern Munich,2,1,1.0,1.0,H,1718
2018-03-31,Bayern Munich,Dortmund,6,0,5.0,0.0,H,1718
2018-03-31,Hannover,RB Leipzig,2,3,0.0,1.0,A,1718
2018-03-31,Hertha,Wolfsburg,0,0,0.0,0.0,D,1718
2018-03-31,Hoffenheim,FC Koln,6,0,1.0,0.0,H,1718
2018-03-31,Leverkusen,Augsburg,0,0,0.0,0.0,D,1718
2018-03-31,Schalke 04,Freiburg,2,0,0.0,0.0,H,1718
2018-03-31,Stuttgart,Hamburg,1,1,1.0,1.0,D,1718
2018-04-01,Mainz,M'gladbach,0,0,0.0,0.0,D,1718
2018-04-01,Werder Bremen,Ein Frankfurt,2,1,1.0,0.0,H,1718
2018-04-06,Hannover,Werder Bremen,2,1,2.0,0.0,H,1718
2018-04-07,Augsburg,Bayern Munich,1,4,1.0,2.0,A,1718
2018-04-07,FC Koln,Mainz,1,1,1.0,0.0,D,1718
2018-04-07,Freiburg,Wolfsburg,0,2,0.0,1.0,A,1718
2018-04-07,Hamburg,Schalke 04,3,2,1.0,1.0,H,1718
2018-04-07,M'gladbach,Hertha,2,1,0.0,1.0,H,1718
2018-04-08,Dortmund,Stuttgart,3,0,1.0,0.0,H,1718
2018-04-08,Ein Frankfurt,Hoffenheim,1,1,0.0,0.0,D,1718
2018-04-09,RB Leipzig,Leverkusen,1,4,1.0,1.0,A,1718
2018-04-13,Wolfsburg,Augsburg,0,0,0.0,0.0,D,1718
2018-04-14,Bayern Munich,M'gladbach,5,1,2.0,1.0,H,1718
2018-04-14,Hertha,FC Koln,2,1,0.0,1.0,H,1718
2018-04-14,Hoffenheim,Hamburg,2,0,2.0,0.0,H,1718
2018-04-14,Leverkusen,Ein Frankfurt,4,1,1.0,1.0,H,1718
2018-04-14,Stuttgart,Hannover,1,1,0.0,0.0,D,1718
2018-04-15,Schalke 04,Dortmund,2,0,0.0,0.0,H,1718
2018-04-15,Werder Bremen,RB Leipzig,1,1,1.0,0.0,D,1718
2018-04-16,Mainz,Freiburg,2,0,1.0,0.0,H,1718
2018-04-20,M'gladbach,Wolfsburg,3,0,3.0,0.0,H,1718
2018-04-21,Dortmund,Leverkusen,4,0,1.0,0.0,H,1718
2018-04-21,Ein Frankfurt,Hertha,0,3,0.0,0.0,A,1718
2018-04-21,Hamburg,Freiburg,1,0,0.0,0.0,H,1718
2018-04-21,Hannover,Bayern Munich,0,3,0.0,0.0,A,1718
2018-04-21,RB Leipzig,Hoffenheim,2,5,0.0,3.0,A,1718
2018-04-21,Stuttgart,Werder Bremen,2,0,1.0,0.0,H,1718
2018-04-22,Augsburg,Mainz,2,0,1.0,0.0,H,1718
2018-04-22,FC Koln,Schalke 04,2,2,1.0,2.0,D,1718
2018-04-27,Hoffenheim,Hannover,3,1,1.0,1.0,H,1718
2018-04-28,Bayern Munich,Ein Frankfurt,4,1,1.0,0.0,H,1718
2018-04-28,Freiburg,FC Koln,3,2,1.0,0.0,H,1718
2018-04-28,Hertha,Augsburg,2,2,0.0,1.0,D,1718
2018-04-28,Leverkusen,Stuttgart,0,1,0.0,0.0,A,1718
2018-04-28,Schalke 04,M'gladbach,1,1,1.0,1.0,D,1718
2018-04-28,Wolfsburg,Hamburg,1,3,0.0,2.0,A,1718
2018-04-29,Mainz,RB Leipzig,3,0,1.0,0.0,H,1718
2018-04-29,Werder Bremen,Dortmund,1,1,1.0,1.0,D,1718
2018-05-05,Augsburg,Schalke 04,1,2,1.0,2.0,A,1718
2018-05-05,Dortmund,Mainz,1,2,1.0,2.0,A,1718
2018-05-05,Ein Frankfurt,Hamburg,3,0,1.0,0.0,H,1718
2018-05-05,FC Koln,Bayern Munich,1,3,1.0,0.0,A,1718
2018-05-05,Hannover,Hertha,3,1,3.0,0.0,H,1718
2018-05-05,M'gladbach,Freiburg,3,1,1.0,0.0,H,1718
2018-05-05,RB Leipzig,Wolfsburg,4,1,2.0,0.0,H,1718
2018-05-05,Stuttgart,Hoffenheim,2,0,1.0,0.0,H,1718
2018-05-05,Werder Bremen,Leverkusen,0,0,0.0,0.0,D,1718
2018-05-12,Bayern Munich,Stuttgart,1,4,1.0,2.0,A,1718
2018-05-12,Freiburg,Augsburg,2,0,0.0,0.0,H,1718
2018-05-12,Hamburg,M'gladbach,2,1,1.0,1.0,H,1718
2018-05-12,Hertha,RB Leipzig,2,6,1.0,3.0,A,1718
2018-05-12,Hoffenheim,Dortmund,3,1,1.0,0.0,H,1718
2018-05-12,Leverkusen,Hannover,3,2,2.0,0.0,H,1718
2018-05-12,Mainz,Werder Bremen,1,2,1.0,1.0,A,1718
2018-05-12,Schalke 04,Ein Frankfurt,1,0,1.0,0.0,H,1718
2018-05-12,Wolfsburg,FC Koln,4,1,1.0,1.0,H,1718
2018-08-24,Bayern Munich,Hoffenheim,3,1,1.0,0.0,H,1819
2018-08-25,Fortuna Dusseldorf,Augsburg,1,2,1.0,0.0,A,1819
2018-08-25,Freiburg,Ein Frankfurt,0,2,0.0,1.0,A,1819
2018-08-25,Hertha,Nurnberg,1,0,1.0,0.0,H,1819
2018-08-25,M'gladbach,Leverkusen,2,0,0.0,0.0,H,1819
2018-08-25,Werder Bremen,Hannover,1,1,0.0,0.0,D,1819
2018-08-25,Wolfsburg,Schalke 04,2,1,1.0,0.0,H,1819
2018-08-26,Dortmund,RB Leipzig,4,1,3.0,1.0,H,1819
2018-08-26,Mainz,Stuttgart,1,0,0.0,0.0,H,1819
2018-08-31,Hannover,Dortmund,0,0,0.0,0.0,D,1819
2018-09-01,Augsburg,M'gladbach,1,1,1.0,0.0,D,1819
2018-09-01,Ein Frankfurt,Werder Bremen,1,2,0.0,1.0,A,1819
2018-09-01,Hoffenheim,Freiburg,3,1,0.0,1.0,H,1819
2018-09-01,Leverkusen,Wolfsburg,1,3,1.0,1.0,A,1819
2018-09-01,Nurnberg,Mainz,1,1,0.0,1.0,D,1819
2018-09-01,Stuttgart,Bayern Munich,0,3,0.0,1.0,A,1819
2018-09-02,RB Leipzig,Fortuna Dusseldorf,1,1,0.0,0.0,D,1819
2018-09-02,Schalke 04,Hertha,0,2,0.0,1.0,A,1819
2018-09-14,Dortmund,Ein Frankfurt,3,1,1.0,0.0,H,1819
2018-09-15,Bayern Munich,Leverkusen,3,1,2.0,1.0,H,1819
2018-09-15,Fortuna Dusseldorf,Hoffenheim,2,1,1.0,0.0,H,1819
2018-09-15,Mainz,Augsburg,2,1,0.0,0.0,H,1819
2018-09-15,M'gladbach,Schalke 04,2,1,1.0,0.0,H,1819
2018-09-15,RB Leipzig,Hannover,3,2,2.0,1.0,H,1819
2018-09-15,Wolfsburg,Hertha,2,2,0.0,0.0,D,1819
2018-09-16,Freiburg,Stuttgart,3,3,1.0,1.0,D,1819
2018-09-16,Werder Bremen,Nurnberg,1,1,1.0,0.0,D,1819
2018-09-21,Stuttgart,Fortuna Dusseldorf,0,0,0.0,0.0,D,1819
2018-09-22,Augsburg,Werder Bremen,2,3,1.0,2.0,A,1819
2018-09-22,Hertha,M'gladbach,4,2,2.0,1.0,H,1819
2018-09-22,Hoffenheim,Dortmund,1,1,1.0,0.0,D,1819
2018-09-22,Nurnberg,Hannover,2,0,0.0,0.0,H,1819
2018-09-22,Schalke 04,Bayern Munich,0,2,0.0,1.0,A,1819
2018-09-22,Wolfsburg,Freiburg,1,3,0.0,2.0,A,1819
2018-09-23,Ein Frankfurt,RB Leipzig,1,1,1.0,0.0,D,1819
2018-09-23,Leverkusen,Mainz,1,0,0.0,0.0,H,1819
2018-09-25,Bayern Munich,Augsburg,1,1,0.0,0.0,D,1819
2018-09-25,Freiburg,Schalke 04,1,0,0.0,0.0,H,1819
2018-09-25,Hannover,Hoffenheim,1,3,0.0,1.0,A,1819
2018-09-25,Werder Bremen,Hertha,3,1,2.0,0.0,H,1819
2018-09-26,Dortmund,Nurnberg,7,0,2.0,0.0,H,1819
2018-09-26,Fortuna Dusseldorf,Leverkusen,1,2,0.0,0.0,A,1819
2018-09-26,Mainz,Wolfsburg,0,0,0.0,0.0,D,1819
2018-09-26,M'gladbach,Ein Frankfurt,3,1,0.0,0.0,H,1819
2018-09-26,RB Leipzig,Stuttgart,2,0,1.0,0.0,H,1819
2018-09-28,Hertha,Bayern Munich,2,0,2.0,0.0,H,1819
2018-09-29,Hoffenheim,RB Leipzig,1,2,0.0,0.0,A,1819
2018-09-29,Leverkusen,Dortmund,2,4,2.0,0.0,A,1819
2018-09-29,Nurnberg,Fortuna Dusseldorf,3,0,1.0,0.0,H,1819
2018-09-29,Schalke 04,Mainz,1,0,1.0,0.0,H,1819
2018-09-29,Stuttgart,Werder Bremen,2,1,1.0,0.0,H,1819
2018-09-29,Wolfsburg,M'gladbach,2,2,1.0,1.0,D,1819
2018-09-30,Augsburg,Freiburg,4,1,2.0,0.0,H,1819
2018-09-30,Ein Frankfurt,Hannover,4,1,2.0,0.0,H,1819
2018-10-05,Werder Bremen,Wolfsburg,2,0,1.0,0.0,H,1819
2018-10-06,Bayern Munich,M'gladbach,0,3,0.0,2.0,A,1819
2018-10-06,Dortmund,Augsburg,4,3,0.0,1.0,H,1819
2018-10-06,Fortuna Dusseldorf,Schalke 04,0,2,0.0,0.0,A,1819
2018-10-06,Hannover,Stuttgart,3,1,2.0,0.0,H,1819
2018-10-06,Mainz,Hertha,0,0,0.0,0.0,D,1819
2018-10-07,Freiburg,Leverkusen,0,0,0.0,0.0,D,1819
2018-10-07,Hoffenheim,Ein Frankfurt,1,2,0.0,1.0,A,1819
2018-10-07,RB Leipzig,Nurnberg,6,0,4.0,0.0,H,1819
2018-10-19,Ein Frankfurt,Fortuna Dusseldorf,7,1,3.0,0.0,H,1819
2018-10-20,Augsburg,RB Leipzig,0,0,0.0,0.0,D,1819
2018-10-20,Leverkusen,Hannover,2,2,1.0,1.0,D,1819
2018-10-20,Nurnberg,Hoffenheim,1,3,1.0,0.0,A,1819
2018-10-20,Schalke 04,Werder Bremen,0,2,0.0,1.0,A,1819
2018-10-20,Stuttgart,Dortmund,0,4,0.0,3.0,A,1819
2018-10-20,Wolfsburg,Bayern Munich,1,3,0.0,1.0,A,1819
2018-10-21,Hertha,Freiburg,1,1,1.0,1.0,D,1819
2018-10-21,M'gladbach,Mainz,4,0,1.0,0.0,H,1819
2018-10-26,Freiburg,M'gladbach,3,1,1.0,1.0,H,1819
2018-10-27,Dortmund,Hertha,2,2,1.0,1.0,D,1819
2018-10-27,Fortuna Dusseldorf,Wolfsburg,0,3,0.0,1.0,A,1819
2018-10-27,Hannover,Augsburg,1,2,0.0,1.0,A,1819
2018-10-27,Hoffenheim,Stuttgart,4,0,0.0,0.0,H,1819
2018-10-27,Mainz,Bayern Munich,1,2,0.0,1.0,A,1819
2018-10-28,Nurnberg,Ein Frankfurt,1,1,0.0,0.0,D,1819
2018-10-28,RB Leipzig,Schalke 04,0,0,0.0,0.0,D,1819
2018-10-28,Werder Bremen,Leverkusen,2,6,0.0,3.0,A,1819
2018-11-02,Stuttgart,Ein Frankfurt,0,3,0.0,2.0,A,1819
2018-11-03,Augsburg,Nurnberg,2,2,1.0,0.0,D,1819
2018-11-03,Bayern Munich,Freiburg,1,1,0.0,0.0,D,1819
2018-11-03,Hertha,RB Leipzig,0,3,0.0,1.0,A,1819
2018-11-03,Leverkusen,Hoffenheim,1,4,1.0,2.0,A,1819
2018-11-03,Schalke 04,Hannover,3,1,0.0,0.0,H,1819
2018-11-03,Wolfsburg,Dortmund,0,1,0.0,1.0,A,1819
2018-11-04,Mainz,Werder Bremen,2,1,1.0,0.0,H,1819
2018-11-04,M'gladbach,Fortuna Dusseldorf,3,0,0.0,0.0,H,1819
2018-11-09,Hannover,Wolfsburg,2,1,1.0,0.0,H,1819
2018-11-10,Dortmund,Bayern Munich,3,2,0.0,1.0,H,1819
2018-11-10,Fortuna Dusseldorf,Hertha,4,1,0.0,0.0,H,1819
2018-11-10,Freiburg,Mainz,1,3,0.0,2.0,A,1819
2018-11-10,Hoffenheim,Augsburg,2,1,0.0,0.0,H,1819
2018-11-10,Nurnberg,Stuttgart,0,2,0.0,0.0,A,1819
2018-11-10,Werder Bremen,M'gladbach,1,3,0.0,1.0,A,1819
2018-11-11,Ein Frankfurt,Schalke 04,3,0,0.0,0.0,H,1819
2018-11-11,RB Leipzig,Leverkusen,3,0,1.0,0.0,H,1819
2018-11-23,Leverkusen,Stuttgart,2,0,0.0,0.0,H,1819
2018-11-24,Augsburg,Ein Frankfurt,1,3,0.0,1.0,A,1819
2018-11-24,Bayern Munich,Fortuna Dusseldorf,3,3,2.0,1.0,D,1819
2018-11-24,Hertha,Hoffenheim,3,3,1.0,2.0,D,1819
2018-11-24,Mainz,Dortmund,1,2,0.0,0.0,A,1819
2018-11-24,Schalke 04,Nurnberg,5,2,2.0,1.0,H,1819
2018-11-24,Wolfsburg,RB Leipzig,1,0,0.0,0.0,H,1819
2018-11-25,Freiburg,Werder Bremen,1,1,1.0,0.0,D,1819
2018-11-25,M'gladbach,Hannover,4,1,2.0,1.0,H,1819
2018-11-30,Fortuna Dusseldorf,Mainz,0,1,0.0,0.0,A,1819
2018-12-01,Dortmund,Freiburg,2,0,1.0,0.0,H,1819
2018-12-01,Hannover,Hertha,0,2,0.0,1.0,A,1819
2018-12-01,Hoffenheim,Schalke 04,1,1,0.0,0.0,D,1819
2018-12-01,Stuttgart,Augsburg,1,0,1.0,0.0,H,1819
2018-12-01,Werder Bremen,Bayern Munich,1,2,1.0,1.0,A,1819
2018-12-02,Ein Frankfurt,Wolfsburg,1,2,0.0,1.0,A,1819
2018-12-02,RB Leipzig,M'gladbach,2,0,2.0,0.0,H,1819
2018-12-03,Nurnberg,Leverkusen,1,1,0.0,1.0,D,1819
2018-12-07,Werder Bremen,Fortuna Dusseldorf,3,1,1.0,1.0,H,1819
2018-12-08,Bayern Munich,Nurnberg,3,0,2.0,0.0,H,1819
2018-12-08,Freiburg,RB Leipzig,3,0,2.0,0.0,H,1819
2018-12-08,Hertha,Ein Frankfurt,1,0,1.0,0.0,H,1819
2018-12-08,Leverkusen,Augsburg,1,0,0.0,0.0,H,1819
2018-12-08,Schalke 04,Dortmund,1,2,0.0,1.0,A,1819
2018-12-08,Wolfsburg,Hoffenheim,2,2,2.0,1.0,D,1819
2018-12-09,Mainz,Hannover,1,1,0.0,1.0,D,1819
2018-12-09,M'gladbach,Stuttgart,3,0,0.0,0.0,H,1819
2018-12-14,Nurnberg,Wolfsburg,0,2,0.0,0.0,A,1819
2018-12-15,Augsburg,Schalke 04,1,1,1.0,0.0,D,1819
2018-12-15,Dortmund,Werder Bremen,2,1,2.0,1.0,H,1819
2018-12-15,Fortuna Dusseldorf,Freiburg,2,0,0.0,0.0,H,1819
2018-12-15,Hannover,Bayern Munich,0,4,0.0,2.0,A,1819
2018-12-15,Hoffenheim,M'gladbach,0,0,0.0,0.0,D,1819
2018-12-15,Stuttgart,Hertha,2,1,0.0,1.0,H,1819
2018-12-16,Ein Frankfurt,Leverkusen,2,1,1.0,0.0,H,1819
2018-12-16,RB Leipzig,Mainz,4,1,2.0,1.0,H,1819
2018-12-18,Fortuna Dusseldorf,Dortmund,2,1,1.0,0.0,H,1819
2018-12-18,Hertha,Augsburg,2,2,2.0,2.0,D,1819
2018-12-18,M'gladbach,Nurnberg,2,0,0.0,0.0,H,1819
2018-12-18,Wolfsburg,Stuttgart,2,0,2.0,0.0,H,1819
2018-12-19,Bayern Munich,RB Leipzig,1,0,0.0,0.0,H,1819
2018-12-19,Freiburg,Hannover,1,1,1.0,1.0,D,1819
2018-12-19,Mainz,Ein Frankfurt,2,2,2.0,2.0,D,1819
2018-12-19,Schalke 04,Leverkusen,1,2,1.0,2.0,A,1819
2018-12-19,Werder Bremen,Hoffenheim,1,1,0.0,1.0,D,1819
2018-12-21,Dortmund,M'gladbach,2,1,1.0,1.0,H,1819
2018-12-22,Ein Frankfurt,Bayern Munich,0,3,0.0,1.0,A,1819
2018-12-22,Hannover,Fortuna Dusseldorf,0,1,0.0,0.0,A,1819
2018-12-22,Leverkusen,Hertha,3,1,2.0,1.0,H,1819
2018-12-22,Nurnberg,Freiburg,0,1,0.0,1.0,A,1819
2018-12-22,RB Leipzig,Werder Bremen,3,2,2.0,0.0,H,1819
2018-12-22,Stuttgart,Schalke 04,1,3,0.0,1.0,A,1819
2018-12-23,Augsburg,Wolfsburg,2,3,0.0,2.0,A,1819
2018-12-23,Hoffenheim,Mainz,1,1,1.0,1.0,D,1819
2019-01-18,Hoffenheim,Bayern Munich,1,3,0.0,2.0,A,1819
2019-01-19,Augsburg,Fortuna Dusseldorf,1,2,0.0,1.0,A,1819
2019-01-19,Ein Frankfurt,Freiburg,3,1,3.0,0.0,H,1819
2019-01-19,Hannover,Werder Bremen,0,1,0.0,1.0,A,1819
2019-01-19,Leverkusen,M'gladbach,0,1,0.0,1.0,A,1819
2019-01-19,RB Leipzig,Dortmund,0,1,0.0,1.0,A,1819
2019-01-19,Stuttgart,Mainz,2,3,0.0,2.0,A,1819
2019-01-20,Nurnberg,Hertha,1,3,1.0,1.0,A,1819
2019-01-20,Schalke 04,Wolfsburg,2,1,1.0,1.0,H,1819
2019-01-25,Hertha,Schalke 04,2,2,2.0,2.0,D,1819
2019-01-26,Dortmund,Hannover,5,1,1.0,0.0,H,1819
2019-01-26,Freiburg,Hoffenheim,2,4,1.0,1.0,A,1819
2019-01-26,Mainz,Nurnberg,2,1,1.0,1.0,H,1819
2019-01-26,M'gladbach,Augsburg,2,0,0.0,0.0,H,1819
2019-01-26,Werder Bremen,Ein Frankfurt,2,2,1.0,1.0,D,1819
2019-01-26,Wolfsburg,Leverkusen,0,3,0.0,1.0,A,1819
2019-01-27,Bayern Munich,Stuttgart,4,1,1.0,1.0,H,1819
2019-01-27,Fortuna Dusseldorf,RB Leipzig,0,4,0.0,3.0,A,1819
2019-02-01,Hannover,RB Leipzig,0,3,0.0,1.0,A,1819
2019-02-02,Ein Frankfurt,Dortmund,1,1,1.0,1.0,D,1819
2019-02-02,Hertha,Wolfsburg,0,1,0.0,0.0,A,1819
2019-02-02,Hoffenheim,Fortuna Dusseldorf,1,1,1.0,0.0,D,1819
2019-02-02,Leverkusen,Bayern Munich,3,1,0.0,1.0,H,1819
2019-02-02,Nurnberg,Werder Bremen,1,1,0.0,0.0,D,1819
2019-02-02,Schalke 04,M'gladbach,0,2,0.0,0.0,A,1819
2019-02-03,Augsburg,Mainz,3,0,2.0,0.0,H,1819
2019-02-03,Stuttgart,Freiburg,2,2,0.0,1.0,D,1819
2019-02-08,Mainz,Leverkusen,1,5,1.0,4.0,A,1819
2019-02-09,Bayern Munich,Schalke 04,3,1,2.0,1.0,H,1819
